ID,Name,Category,Price
365,Item_365,Toys,193.29
366,Item_366,Electronics,12.16
367,Item_367,Electronics,336.4
368,Item_368,Home,59.62
369,Item_369,Home,301.19
370,Item_370,Home,91.0
371,Item_371,Toys,111.81
372,Item_372,Books,420.4
373,Item_373,Electronics,167.13
374,Item_374,Toys,198.37
375,Item_375,Clothing,445.18
376,Item_376,Electronics,177.51
377,Item_377,Toys,318.87
378,Item_378,Books,92.28
379,Item_379,Electronics,256.69
380,Item_380,Books,329.71
381,Item_381,Clothing,430.03
382,Item_382,Clothing,377.68
383,Item_383,Books,81.87
384,Item_384,Home,415.84
385,Item_385,Home,258.84
386,Item_386,Toys,74.88
387,Item_387,Clothing,241.91
388,Item_388,Clothing,27.7
389,Item_389,Home,68.25
390,Item_390,Home,270.07
391,Item_391,Electronics,197.57
392,Item_392,Electronics,427.58
393,Item_393,Electronics,226.1
394,Item_394,Clothing,333.85
395,Item_395,Toys,159.39
396,Item_396,Toys,451.89
397,Item_397,Electronics,494.64
398,Item_398,Books,294.27
399,Item_399,Electronics,266.47
400,Item_400,Books,165.08
401,Item_401,Electronics,123.85
402,Item_402,Home,354.99
403,Item_403,Toys,261.45
404,Item_404,Home,330.64
405,Item_405,Toys,303.4
406,Item_406,Toys,168.44
407,Item_407,Clothing,314.95
408,Item_408,Electronics,410.16
409,Item_409,Home,389.39
410,Item_410,Home,395.2
411,Item_411,Books,304.11
412,Item_412,Toys,282.01
413,Item_413,Toys,326.22
414,Item_414,Home,152.74
415,Item_415,Books,15.32
416,Item_416,Home,89.77
417,Item_417,Home,291.89
418,Item_418,Toys,91.17
419,Item_419,Home,62.17
420,Item_420,Electronics,369.19
421,Item_421,Toys,328.07
422,Item_422,Electronics,302.84
423,Item_423,Toys,113.18
424,Item_424,Toys,189.85
425,Item_425,Books,461.09
426,Item_426,Books,327.59
427,Item_427,Toys,176.69
428,Item_428,Clothing,188.76
429,Item_429,Books,36.4
430,Item_430,Clothing,289.85
431,Item_431,Books,337.37
432,Item_432,Books,494.21
433,Item_433,Toys,239.54
434,Item_434,Books,437.72
435,Item_435,Home,78.46
436,Item_436,Clothing,231.66
437,Item_437,Clothing,407.46
438,Item_438,Clothing,210.83
439,Item_439,Electronics,307.22
440,Item_440,Clothing,174.37
441,Item_441,Electronics,476.12
442,Item_442,Toys,467.28
443,Item_443,Books,230.51
444,Item_444,Clothing,139.35
445,Item_445,Electronics,472.66
446,Item_446,Electronics,340.81
447,Item_447,Books,246.11
448,Item_448,Home,263.7
449,Item_449,Clothing,243.18
450,Item_450,Toys,86.46
451,Item_451,Books,99.66
452,Item_452,Home,275.86
453,Item_453,Books,305.74
454,Item_454,Electronics,403.35
455,Item_455,Toys,180.79
456,Item_456,Books,122.74
457,Item_457,Clothing,410.53
458,Item_458,Clothing,397.0
459,Item_459,Books,445.72
460,Item_460,Home,336.41
461,Item_461,Home,370.8
462,Item_462,Books,231.84
463,Item_463,Clothing,372.69
464,Item_464,Home,406.2
465,Item_465,Books,349.37
466,Item_466,Electronics,231.26
467,Item_467,Electronics,389.35
468,Item_468,Books,226.13
469,Item_469,Home,325.49
470,Item_470,Clothing,365.32
471,Item_471,Clothing,384.41
472,Item_472,Home,45.41
473,Item_473,Electronics,168.91
474,Item_474,Toys,277.1
475,Item_475,Electronics,184.22
476,Item_476,Toys,419.86
477,Item_477,Toys,445.98
478,Item_478,Books,260.69
479,Item_479,Home,159.66
480,Item_480,Clothing,394.06
481,Item_481,Toys,414.4
482,Item_482,Clothing,183.91
483,Item_483,Electronics,260.53
484,Item_484,Books,86.98
485,Item_485,Books,339.41
486,Item_486,Toys,384.29
487,Item_487,Toys,453.78
488,Item_488,Home,271.33
489,Item_489,Clothing,383.0
490,Item_490,Books,296.61
491,Item_491,Books,169.1
492,Item_492,Electronics,337.83
493,Item_493,Books,430.81
494,Item_494,Electronics,191.49
495,Item_495,Clothing,42.45
496,Item_496,Books,330.27
497,Item_497,Electronics,265.75
498,Item_498,Toys,295.85
499,Item_499,Books,389.02
500,Item_500,Books,329.94
501,Item_501,Home,324.39
502,Item_502,Home,28.62
503,Item_503,Toys,309.87
504,Item_504,Toys,10.79
505,Item_505,Clothing,98.28
506,Item_506,Books,106.87
507,Item_507,Home,34.05
508,Item_508,Electronics,102.15
509,Item_509,Home,267.48
510,Item_510,Clothing,472.04
511,Item_511,Home,259.9
512,Item_512,Books,451.01
513,Item_513,Electronics,316.6
514,Item_514,Books,386.83
515,Item_515,Clothing,185.71
516,Item_516,Home,233.3
517,Item_517,Clothing,36.32
518,Item_518,Clothing,343.8
519,Item_519,Electronics,334.87
520,Item_520,Electronics,499.61
521,Item_521,Home,91.89
522,Item_522,Books,213.62
523,Item_523,Electronics,272.77
524,Item_524,Toys,474.44
525,Item_525,Clothing,82.1
526,Item_526,Toys,159.85
527,Item_527,Home,86.2
528,Item_528,Toys,497.6
529,Item_529,Electronics,221.12
530,Item_530,Toys,344.41
531,Item_531,Clothing,237.46
532,Item_532,Toys,127.17
533,Item_533,Home,282.35
534,Item_534,Home,51.44
535,Item_535,Home,68.93
536,Item_536,Clothing,413.98
537,Item_537,Books,342.88
538,Item_538,Toys,290.48
539,Item_539,Clothing,245.03
540,Item_540,Home,30.51
541,Item_541,Books,146.64
542,Item_542,Toys,488.92
543,Item_543,Clothing,273.8
544,Item_544,Electronics,387.48
545,Item_545,Electronics,252.69
546,Item_546,Books,173.28
547,Item_547,Clothing,290.74
548,Item_548,Clothing,97.68
549,Item_549,Electronics,331.31
550,Item_550,Clothing,198.85
551,Item_551,Clothing,94.05
552,Item_552,Clothing,454.84
553,Item_553,Clothing,477.3
554,Item_554,Books,314.12
555,Item_555,Books,477.28
556,Item_556,Electronics,76.52
557,Item_557,Electronics,377.47
558,Item_558,Clothing,43.28
559,Item_559,Books,189.53
560,Item_560,Electronics,326.69
561,Item_561,Clothing,406.05
562,Item_562,Clothing,449.46
563,Item_563,Toys,441.89
564,Item_564,Books,460.43
565,Item_565,Home,349.81
566,Item_566,Clothing,249.02
567,Item_567,Toys,373.89
568,Item_568,Home,195.74
569,Item_569,Home,449.46
570,Item_570,Toys,158.16
571,Item_571,Electronics,107.86
572,Item_572,Clothing,323.09
573,Item_573,Toys,187.24
574,Item_574,Home,397.66
575,Item_575,Clothing,291.27
576,Item_576,Books,492.65
577,Item_577,Clothing,272.27
578,Item_578,Toys,334.45
579,Item_579,Books,436.28
580,Item_580,Toys,160.69
581,Item_581,Clothing,234.26
582,Item_582,Electronics,327.65
583,Item_583,Home,92.29
584,Item_584,Books,346.12
585,Item_585,Home,65.28
586,Item_586,Books,309.91
587,Item_587,Books,157.89
588,Item_588,Toys,30.02
589,Item_589,Home,293.39
590,Item_590,Toys,82.5
591,Item_591,Books,125.28
592,Item_592,Toys,263.87
593,Item_593,Books,79.51
594,Item_594,Toys,129.02
595,Item_595,Toys,402.19
596,Item_596,Electronics,42.41
597,Item_597,Home,158.46
598,Item_598,Books,297.27
599,Item_599,Toys,67.12
600,Item_600,Electronics,6.42
601,Item_601,Clothing,393.4
602,Item_602,Clothing,116.26
603,Item_603,Home,308.31
604,Item_604,Books,138.06
605,Item_605,Books,263.55
606,Item_606,Books,419.46
607,Item_607,Books,29.37
608,Item_608,Books,292.23
609,Item_609,Electronics,210.92
610,Item_610,Books,360.51
611,Item_611,Electronics,382.84
612,Item_612,Books,447.23
613,Item_613,Books,331.04
614,Item_614,Clothing,435.39
615,Item_615,Clothing,35.2
616,Item_616,Books,171.04
617,Item_617,Toys,189.44
618,Item_618,Clothing,55.96
619,Item_619,Electronics,138.9
620,Item_620,Toys,94.64
621,Item_621,Electronics,192.85
622,Item_622,Electronics,84.62
623,Item_623,Toys,68.82
624,Item_624,Home,144.26
625,Item_625,Electronics,360.15
626,Item_626,Home,193.02
627,Item_627,Clothing,193.82
628,Item_628,Home,189.35
629,Item_629,Home,29.53
630,Item_630,Books,442.77
631,Item_631,Clothing,93.02
632,Item_632,Clothing,448.38
633,Item_633,Clothing,11.52
634,Item_634,Books,83.58
635,Item_635,Toys,488.14
636,Item_636,Home,45.98
637,Item_637,Home,365.16
638,Item_638,Toys,107.24
639,Item_639,Clothing,113.98
640,Item_640,Home,108.12
641,Item_641,Books,255.66
642,Item_642,Books,117.65
643,Item_643,Books,157.8
644,Item_644,Books,181.73
645,Item_645,Clothing,465.41
646,Item_646,Clothing,7.69
647,Item_647,Home,245.12
648,Item_648,Toys,387.48
649,Item_649,Books,59.29
650,Item_650,Clothing,470.16
651,Item_651,Toys,260.25
652,Item_652,Toys,65.42
653,Item_653,Home,240.48
654,Item_654,Clothing,132.29
655,Item_655,Home,64.44
656,Item_656,Books,85.69
657,Item_657,Books,90.03
658,Item_658,Books,352.4
659,Item_659,Electronics,154.22
660,Item_660,Electronics,284.6
661,Item_661,Clothing,148.4
662,Item_662,Clothing,379.71
663,Item_663,Electronics,275.89
664,Item_664,Home,463.74
665,Item_665,Books,69.21
666,Item_666,Clothing,93.88
667,Item_667,Home,348.55
668,Item_668,Electronics,290.78
669,Item_669,Home,70.44
670,Item_670,Clothing,100.41
671,Item_671,Electronics,135.3
672,Item_672,Home,128.8
673,Item_673,Electronics,470.15
674,Item_674,Books,110.03
675,Item_675,Books,258.11
676,Item_676,Toys,378.61
677,Item_677,Home,272.71
678,Item_678,Clothing,440.06
679,Item_679,Clothing,439.37
680,Item_680,Toys,378.42
681,Item_681,Toys,451.63
682,Item_682,Books,387.83
683,Item_683,Clothing,356.09
684,Item_684,Electronics,478.14
685,Item_685,Toys,173.25
686,Item_686,Home,366.04
687,Item_687,Electronics,275.49
688,Item_688,Electronics,366.24
689,Item_689,Books,265.79
690,Item_690,Books,28.42
691,Item_691,Clothing,233.91
692,Item_692,Toys,83.6
693,Item_693,Clothing,59.71
694,Item_694,Books,483.76
695,Item_695,Clothing,70.81
696,Item_696,Books,63.72
697,Item_697,Clothing,196.9
698,Item_698,Electronics,263.28
699,Item_699,Books,330.42
700,Item_700,Clothing,120.36
701,Item_701,Home,459.38
702,Item_702,Home,365.64
703,Item_703,Home,307.82
704,Item_704,Clothing,354.19
705,Item_705,Toys,294.97
706,Item_706,Home,215.33
707,Item_707,Home,180.75
708,Item_708,Toys,392.25
709,Item_709,Electronics,437.26
710,Item_710,Books,370.01
711,Item_711,Books,357.3
712,Item_712,Toys,10.33
713,Item_713,Toys,67.62
714,Item_714,Toys,202.62
715,Item_715,Books,183.62
716,Item_716,Home,39.05
717,Item_717,Toys,48.22
718,Item_718,Books,238.82
719,Item_719,Toys,334.11
720,Item_720,Clothing,196.95
721,Item_721,Toys,477.54
722,Item_722,Clothing,96.17
723,Item_723,Home,380.13
724,Item_724,Clothing,22.16
725,Item_725,Electronics,131.86
726,Item_726,Toys,94.38
727,Item_727,Toys,201.82
728,Item_728,Clothing,77.12
729,Item_729,Home,229.47
730,Item_730,Electronics,16.26
731,Item_731,Toys,474.2
732,Item_732,Home,285.92
733,Item_733,Toys,464.83
734,Item_734,Clothing,122.78
735,Item_735,Clothing,88.14
736,Item_736,Books,120.65
737,Item_737,Home,355.52
738,Item_738,Home,385.23
739,Item_739,Toys,269.38
740,Item_740,Clothing,417.62
741,Item_741,Home,429.83
742,Item_742,Clothing,396.66
743,Item_743,Home,197.14
744,Item_744,Electronics,94.89
745,Item_745,Books,225.7
746,Item_746,Books,63.44
747,Item_747,Clothing,399.87
748,Item_748,Books,41.83
749,Item_749,Electronics,405.33
750,Item_750,Books,386.75
751,Item_751,Toys,420.83
752,Item_752,Electronics,474.06
753,Item_753,Books,195.76
754,Item_754,Toys,217.97
755,Item_755,Books,349.97
756,Item_756,Clothing,256.0
757,Item_757,Home,284.32
758,Item_758,Home,352.49
759,Item_759,Toys,254.44
760,Item_760,Home,92.88
761,Item_761,Electronics,298.2
762,Item_762,Home,381.86
763,Item_763,Books,96.55
764,Item_764,Toys,413.36
765,Item_765,Home,408.58
766,Item_766,Toys,406.61
767,Item_767,Electronics,166.36
768,Item_768,Clothing,224.84
769,Item_769,Electronics,240.07
770,Item_770,Clothing,10.94
771,Item_771,Home,284.29
772,Item_772,Clothing,468.66
773,Item_773,Books,402.06
774,Item_774,Toys,242.27
775,Item_775,Electronics,149.77
776,Item_776,Books,428.75
777,Item_777,Home,265.09
778,Item_778,Home,76.45
779,Item_779,Toys,429.41
780,Item_780,Electronics,467.1
781,Item_781,Home,12.8
782,Item_782,Home,74.73
783,Item_783,Clothing,167.45
784,Item_784,Clothing,104.67
785,Item_785,Toys,402.18
786,Item_786,Books,132.06
787,Item_787,Home,204.79
788,Item_788,Books,145.21
789,Item_789,Electronics,16.49
790,Item_790,Electronics,456.06
791,Item_791,Electronics,17.75
792,Item_792,Electronics,420.74
793,Item_793,Clothing,106.97
794,Item_794,Home,380.81
795,Item_795,Books,463.31
796,Item_796,Electronics,356.0
797,Item_797,Toys,436.76
798,Item_798,Clothing,490.68
799,Item_799,Books,286.05
800,Item_800,Toys,268.22
801,Item_801,Books,25.41
802,Item_802,Clothing,82.2
803,Item_803,Books,426.79
804,Item_804,Toys,176.51
805,Item_805,Clothing,212.57
806,Item_806,Books,225.26
807,Item_807,Clothing,155.0
808,Item_808,Electronics,468.08
809,Item_809,Electronics,167.11
810,Item_810,Home,134.38
811,Item_811,Toys,192.52
812,Item_812,Electronics,320.01
813,Item_813,Clothing,359.82
814,Item_814,Books,208.05
815,Item_815,Toys,363.93
816,Item_816,Books,54.48
817,Item_817,Home,219.08
818,Item_818,Books,88.18
819,Item_819,Toys,480.99
820,Item_820,Books,408.31
821,Item_821,Home,388.9
822,Item_822,Electronics,208.1
823,Item_823,Books,289.96
824,Item_824,Home,9.31
825,Item_825,Electronics,444.49
826,Item_826,Electronics,28.81
827,Item_827,Electronics,378.74
828,Item_828,Toys,65.54
829,Item_829,Electronics,210.96
830,Item_830,Electronics,143.84
831,Item_831,Electronics,360.97
832,Item_832,Toys,232.22
833,Item_833,Books,483.46
834,Item_834,Home,454.15
835,Item_835,Home,91.68
836,Item_836,Toys,185.8
837,Item_837,Books,49.01
838,Item_838,Clothing,56.17
839,Item_839,Books,40.53
840,Item_840,Home,430.84
841,Item_841,Books,121.64
842,Item_842,Clothing,89.0
843,Item_843,Clothing,341.93
844,Item_844,Toys,86.17
845,Item_845,Electronics,151.08
846,Item_846,Toys,334.37
847,Item_847,Toys,230.88
848,Item_848,Home,350.52
849,Item_849,Clothing,403.85
850,Item_850,Books,111.47
851,Item_851,Home,128.61
852,Item_852,Electronics,142.81
853,Item_853,Electronics,37.14
854,Item_854,Books,201.81
855,Item_855,Clothing,310.74
856,Item_856,Books,333.1
857,Item_857,Toys,101.03
858,Item_858,Books,5.73
859,Item_859,Clothing,41.0
860,Item_860,Books,417.96
861,Item_861,Clothing,43.32
862,Item_862,Toys,152.36
863,Item_863,Toys,265.23
864,Item_864,Home,496.64
865,Item_865,Toys,411.61
866,Item_866,Books,108.46
867,Item_867,Toys,61.97
868,Item_868,Electronics,300.64
869,Item_869,Electronics,38.74
870,Item_870,Toys,69.25
871,Item_871,Clothing,350.59
872,Item_872,Electronics,283.75
873,Item_873,Electronics,278.13
874,Item_874,Clothing,255.37
875,Item_875,Books,174.91
876,Item_876,Toys,72.58
877,Item_877,Toys,60.38
878,Item_878,Toys,314.92
879,Item_879,Toys,48.3
880,Item_880,Electronics,403.66
881,Item_881,Books,384.5
882,Item_882,Electronics,317.67
883,Item_883,Books,417.82
884,Item_884,Home,178.02
885,Item_885,Home,472.93
886,Item_886,Toys,321.88
887,Item_887,Home,385.04
888,Item_888,Books,158.24
889,Item_889,Clothing,412.51
890,Item_890,Home,196.8
891,Item_891,Home,198.57
892,Item_892,Home,64.8
893,Item_893,Toys,168.48
894,Item_894,Clothing,499.64
895,Item_895,Toys,358.88
896,Item_896,Electronics,427.69
897,Item_897,Home,345.78
898,Item_898,Books,242.45
899,Item_899,Home,13.79
900,Item_900,Toys,350.46
901,Item_901,Books,376.28
902,Item_902,Home,115.98
903,Item_903,Clothing,405.03
904,Item_904,Toys,409.63
905,Item_905,Clothing,193.53
906,Item_906,Books,286.3
907,Item_907,Clothing,133.72
908,Item_908,Electronics,482.2
909,Item_909,Home,447.56
910,Item_910,Books,403.76
911,Item_911,Toys,10.54
912,Item_912,Books,379.61
913,Item_913,Clothing,183.08
914,Item_914,Books,90.93
915,Item_915,Books,392.59
916,Item_916,Books,313.33
917,Item_917,Toys,433.39
918,Item_918,Electronics,166.85
919,Item_919,Toys,294.32
920,Item_920,Home,19.66
921,Item_921,Home,301.52
922,Item_922,Books,365.95
923,Item_923,Books,380.73
924,Item_924,Toys,417.44
925,Item_925,Electronics,69.16
926,Item_926,Home,178.36
927,Item_927,Toys,309.32
928,Item_928,Home,88.44
929,Item_929,Home,107.49
930,Item_930,Electronics,96.86
931,Item_931,Books,108.45
932,Item_932,Clothing,6.03
933,Item_933,Electronics,438.88
